Gene	MCF7_siCtrl_rep1	MCF7_siCtrl_rep2	MCF7_siCtrl_rep3	MCF7_siZFX_rep1	MCF7_siZFX_rep2	MCF7_siZFX_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
AC005003.1	3.04085	3.77095	3.64951	2.97765	2.67092	3.23796
AC005007.3	nan	nan	nan	nan	nan	nan
AC005008.2	nan	nan	nan	nan	nan	nan
AC005008.3	nan	nan	nan	nan	nan	nan
AC005009.1	nan	nan	nan	nan	nan	nan
AC005009.2	nan	nan	nan	nan	nan	nan
AC005013.1	0.0722903	0.288836	0.52831	0.202175	0.211022	0.231771
AC005013.5	nan	nan	nan	nan	nan	nan
AC005014.5	nan	nan	nan	nan	nan	nan
AC005017.2	nan	nan	nan	nan	nan	nan
AC005019.2	nan	nan	nan	nan	nan	nan
AC005019.3	nan	nan	nan	nan	nan	nan
AC005020.1	nan	nan	nan	nan	nan	nan
AC005022.1	nan	nan	nan	nan	nan	nan
AC005027.3	nan	nan	nan	nan	nan	nan
AC005029.1	nan	nan	nan	nan	nan	nan
AC005033.6	nan	nan	nan	nan	nan	nan
AC005034.2	nan	nan	nan	nan	nan	nan
AC005034.3	nan	nan	nan	nan	nan	nan
AC005037.1	nan	nan	nan	nan	nan	nan
AC005037.2	nan	nan	nan	nan	nan	nan
AC005037.3	0.238331	0.106474	0.374889	0.303934	0.3125	0.416774
AC005037.4	nan	nan	nan	nan	nan	nan
AC005037.6	nan	nan	nan	nan	nan	nan
AC005040.3	nan	nan	nan	nan	nan	nan
AC005041.11	nan	nan	nan	nan	nan	nan
AC005041.17	nan	nan	nan	nan	nan	nan
AC005042.2	nan	nan	nan	nan	nan	nan
AC005042.3	nan	nan	nan	nan	nan	nan
AC005042.4	1.65165	2.0339	1.45901	1.29506	1.95508	1.68825
AC005042.5	nan	nan	nan	nan	nan	nan
AC005048.1	nan	nan	nan	nan	nan	nan
AC005062.2	nan	nan	nan	nan	nan	nan
AC005071.1	nan	nan	nan	nan	nan	nan
AC005076.5	0.235724	0.523742	0.277178	0.200178	0.403157	0.387448
AC005077.12	0.18858	0.130936	0.115491	0.425379	0.352762	0.442798
AC005077.14	0.990043	1.20461	1.08561	3.00267	2.01579	1.90957
AC005077.5	nan	nan	nan	nan	nan	nan
AC005077.7	nan	nan	nan	nan	nan	nan
AC005077.8	nan	nan	nan	nan	nan	nan
AC005077.9	nan	nan	nan	nan	nan	nan
AC005082.1	nan	nan	nan	nan	nan	nan
AC005082.12	nan	nan	nan	nan	nan	nan
AC005083.1	0.282869	0.288058	0.531257	0.375334	0.554341	0.387448
AC005086.1	nan	nan	nan	nan	nan	nan
AC005086.2	nan	nan	nan	nan	nan	nan
AC005086.3	nan	nan	nan	nan	nan	nan
AC005086.4	nan	nan	nan	nan	nan	nan
AC005088.1	nan	nan	nan	nan	nan	nan
AC005094.2	nan	nan	nan	nan	nan	nan
AC005102.1	nan	nan	nan	nan	nan	nan
AC005104.3	0.141435	0.288058	0.184785	0.300267	0.226776	0.138374
AC005105.2	nan	nan	nan	nan	nan	nan
AC005150.1	nan	nan	nan	nan	nan	nan
AC005152.2	nan	nan	nan	nan	nan	nan
AC005152.3	nan	nan	nan	nan	nan	nan
AC005154.6	15.4164	15.2671	14.9907	10.134	12.6995	11.0976
AC005154.7	nan	nan	nan	nan	nan	nan
AC005154.8	nan	nan	nan	nan	nan	nan
AC005159.1	nan	nan	nan	nan	nan	nan
AC005160.3	nan	nan	nan	nan	nan	nan
AC005161.1	nan	nan	nan	nan	nan	nan
AC005162.4	nan	nan	nan	nan	nan	nan
AC005162.5	nan	nan	nan	nan	nan	nan
AC005176.1	nan	nan	nan	nan	nan	nan
AC005176.2	nan	nan	nan	nan	nan	nan
AC005176.3	nan	nan	nan	nan	nan	nan
AC005178.1	nan	nan	nan	nan	nan	nan
AC005189.6	nan	nan	nan	nan	nan	nan
AC005195.1	nan	nan	nan	nan	nan	nan
AC005197.2	nan	nan	nan	nan	nan	nan
AC005215.1	nan	nan	nan	nan	nan	nan
AC005220.3	nan	nan	nan	nan	nan	nan
AC005224.2	0.330014	0.288058	0.230981	0.400357	0.302368	0.415123
AC005229.1	nan	nan	nan	nan	nan	nan
AC005229.5	nan	nan	nan	nan	nan	nan
AC005229.7	nan	nan	nan	nan	nan	nan
AC005235.1	nan	nan	nan	nan	nan	nan
AC005237.2	nan	nan	nan	nan	nan	nan
AC005237.4	nan	nan	nan	nan	nan	nan
AC005251.4	nan	nan	nan	nan	nan	nan
AC005253.2	4.06778	4.09083	3.84794	4.6996	4.14554	4.19091
AC005253.4	nan	nan	nan	nan	nan	nan
AC005255.3	0.33235	0.501696	0.393611	0.679949	0.428354	0.75079
AC005255.5	nan	nan	nan	nan	nan	nan
AC005255.6	nan	nan	nan	nan	nan	nan
AC005256.1	nan	nan	nan	nan	nan	nan
AC005262.2	nan	nan	nan	nan	nan	nan
AC005262.3	nan	nan	nan	nan	nan	nan
AC005262.4	nan	nan	nan	nan	nan	nan
AC005264.2	nan	nan	nan	nan	nan	nan
AC005276.1	nan	nan	nan	nan	nan	nan
AC005280.1	1.07024	1.25847	1.92546	0.72031	1.77907	2.27828
AC005281.1	nan	nan	nan	nan	nan	nan
AC005281.2	nan	nan	nan	nan	nan	nan
AC005284.1	nan	nan	nan	nan	nan	nan
AC005288.1	nan	nan	nan	nan	nan	nan
AC005300.5	nan	nan	nan	nan	nan	nan
AC005301.8	0.777891	0.628491	0.600552	1.05094	1.00789	0.968621
AC005304.1	nan	nan	nan	nan	nan	nan
AC005306.3	0.503628	0.62792	0.533952	0.731477	0.338275	0.612385
AC005307.1	nan	nan	nan	nan	nan	nan
AC005307.3	nan	nan	nan	nan	nan	nan
AC005324.6	nan	nan	nan	nan	nan	nan
AC005324.7	nan	nan	nan	nan	nan	nan
AC005326.2	nan	nan	nan	nan	nan	nan
AC005329.7	0.343606	0.382377	0.0230981	0.534594	0.0792758	0.0276749
AC005330.2	nan	nan	nan	nan	nan	nan
AC005336.4	0.801463	0.995111	1.10871	0.925825	1.08348	0.913271
AC005336.5	nan	nan	nan	nan	nan	nan
AC005339.2	nan	nan	nan	nan	nan	nan
AC005351.1	nan	nan	nan	nan	nan	nan
AC005355.1	nan	nan	nan	nan	nan	nan
AC005355.2	2.35724	2.46159	2.95656	2.30205	2.41894	2.29702
AC005356.1	nan	nan	nan	nan	nan	nan
AC005357.1	nan	nan	nan	nan	nan	nan
AC005358.1	nan	nan	nan	nan	nan	nan
AC005358.3	nan	nan	nan	nan	nan	nan
AC005363.9	nan	nan	nan	nan	nan	nan
AC005370.1	nan	nan	nan	nan	nan	nan
AC005375.1	nan	nan	nan	nan	nan	nan
AC005387.2	nan	nan	nan	nan	nan	nan
AC005387.3	nan	nan	nan	nan	nan	nan
AC005391.2	nan	nan	nan	nan	nan	nan
AC005392.13	nan	nan	nan	nan	nan	nan
AC005394.1	nan	nan	nan	nan	nan	nan
AC005399.1	nan	nan	nan	nan	nan	nan
AC005477.1	nan	nan	nan	nan	nan	nan
AC005481.5	nan	nan	nan	nan	nan	nan
AC005484.5	nan	nan	nan	nan	nan	nan
AC005487.2	nan	nan	nan	nan	nan	nan
AC005488.1	nan	nan	nan	nan	nan	nan
AC005488.11	nan	nan	nan	nan	nan	nan
AC005493.1	nan	nan	nan	nan	nan	nan
AC005498.3	nan	nan	nan	nan	nan	nan
AC005498.4	nan	nan	nan	nan	nan	nan
AC005513.1	nan	nan	nan	nan	nan	nan
AC005517.3	0.353587	0.418994	0.25408	0.300267	0.503946	0.344222
AC005518.2	nan	nan	nan	nan	nan	nan
AC005519.4	1.19116	1.14669	0.8	0.949733	1.01246	0.985954
AC005522.6	nan	nan	nan	nan	nan	nan
AC005522.7	nan	nan	nan	nan	nan	nan
AC005523.2	0.664021	1.56757	1.04393	0.407522	1.16016	0.884263
AC005523.3	nan	nan	nan	nan	nan	nan
AC005532.5	nan	nan	nan	nan	nan	nan
AC005534.6	nan	nan	nan	nan	nan	nan
AC005534.8	0.377159	0.471368	0.508159	0.0750668	0.355317	0.557809
AC005537.2	nan	nan	nan	nan	nan	nan
AC005538.5	nan	nan	nan	nan	nan	nan
AC005539.2	nan	nan	nan	nan	nan	nan
AC005540.3	0.661859	0.243619	0.662095	1.42395	0.429384	0.607867
AC005544.1	nan	nan	nan	nan	nan	nan
AC005546.2	nan	nan	nan	nan	nan	nan
AC005549.1	nan	nan	nan	nan	nan	nan
AC005549.2	nan	nan	nan	nan	nan	nan
AC005549.3	nan	nan	nan	nan	nan	nan
AC005550.3	nan	nan	nan	nan	nan	nan
AC005550.4	nan	nan	nan	nan	nan	nan
AC005550.5	nan	nan	nan	nan	nan	nan
AC005559.2	nan	nan	nan	nan	nan	nan
AC005559.3	0.41775	0.519852	0.545152	0.523662	0.423941	0.345444
AC005562.1	1.54713	1.38753	2.5484	1.0204	2.0256	2.35584
AC005588.2	nan	nan	nan	nan	nan	nan
AC005592.1	nan	nan	nan	nan	nan	nan
AC005592.2	nan	nan	nan	nan	nan	nan
AC005592.3	nan	nan	nan	nan	nan	nan
AC005594.3	0.293053	0.343848	0.450516	0.94974	0.32791	0.475967
AC005597.1	nan	nan	nan	nan	nan	nan
AC005606.1	nan	nan	nan	nan	nan	nan
AC005606.14	nan	nan	nan	nan	nan	nan
AC005606.15	nan	nan	nan	nan	nan	nan
AC005609.1	1.60997	2.32726	1.88397	2.47712	1.48071	2.70356
AC005609.2	nan	nan	nan	nan	nan	nan
AC005614.3	nan	nan	nan	nan	nan	nan
AC005614.5	nan	nan	nan	nan	nan	nan
AC005616.1	nan	nan	nan	nan	nan	nan
AC005616.2	nan	nan	nan	nan	nan	nan
AC005618.1	3.01088	2.55124	3.34339	4.32784	3.69785	3.14405
AC005618.6	3.65373	3.56145	3.81119	3.82841	5.14025	5.11986
AC005621.1	nan	nan	nan	nan	nan	nan
AC005624.2	nan	nan	nan	nan	nan	nan
AC005625.1	nan	nan	nan	nan	nan	nan
AC005626.3	nan	nan	nan	nan	nan	nan
AC005631.1	nan	nan	nan	nan	nan	nan
AC005682.5	0.282869	0.157123	0.161687	0.250223	0.151184	0.249074
AC005682.6	nan	nan	nan	nan	nan	nan
AC005682.7	nan	nan	nan	nan	nan	nan
AC005682.8	nan	nan	nan	nan	nan	nan
AC005686.1	nan	nan	nan	nan	nan	nan
AC005701.1	nan	nan	nan	nan	nan	nan
AC005702.1	nan	nan	nan	nan	nan	nan
AC005702.2	nan	nan	nan	nan	nan	nan
AC005702.3	nan	nan	nan	nan	nan	nan
AC005702.4	nan	nan	nan	nan	nan	nan
AC005703.2	nan	nan	nan	nan	nan	nan
AC005703.3	nan	nan	nan	nan	nan	nan
AC005722.4	nan	nan	nan	nan	nan	nan
AC005725.1	nan	nan	nan	nan	nan	nan
AC005730.2	nan	nan	nan	nan	nan	nan
AC005740.3	nan	nan	nan	nan	nan	nan
AC005740.4	nan	nan	nan	nan	nan	nan
AC005740.5	nan	nan	nan	nan	nan	nan
AC005740.6	nan	nan	nan	nan	nan	nan
AC005741.2	nan	nan	nan	nan	nan	nan
AC005754.7	0.660029	0.759427	0.461963	0.425379	0.680328	0.442798
AC005754.8	0.942898	1.44029	1.17801	0.800713	1.38585	1.63282
AC005757.6	nan	nan	nan	nan	nan	nan
AC005757.7	nan	nan	nan	nan	nan	nan
AC005758.1	nan	nan	nan	nan	nan	nan
AC005772.2	nan	nan	nan	nan	nan	nan
AC005775.2	nan	nan	nan	nan	nan	nan
AC005776.1	nan	nan	nan	nan	nan	nan
AC005777.3	nan	nan	nan	nan	nan	nan
AC005779.1	nan	nan	nan	nan	nan	nan
AC005779.2	nan	nan	nan	nan	nan	nan
AC005780.1	nan	nan	nan	nan	nan	nan
AC005783.1	nan	nan	nan	nan	nan	nan
AC005785.2	2.14319	2.02979	2.22281	2.81871	2.99177	2.14037
AC005786.3	nan	nan	nan	nan	nan	nan
AC005786.5	nan	nan	nan	nan	nan	nan
AC005786.7	nan	nan	nan	nan	nan	nan
AC005789.11	0.400732	0.445181	0.346472	0.600535	0.302368	0.553498
AC005789.9	nan	nan	nan	nan	nan	nan
AC005794.1	nan	nan	nan	nan	nan	nan
AC005795.1	1.98909	1.97696	2.48119	3.02021	2.62373	2.75917
AC005808.3	nan	nan	nan	nan	nan	nan
AC005822.1	0.286022	0.424561	0.559502	0.65744	0.204848	0.476838
AC005831.1	nan	nan	nan	nan	nan	nan
AC005838.2	nan	nan	nan	nan	nan	nan
AC005841.1	nan	nan	nan	nan	nan	nan
AC005863.1	nan	nan	nan	nan	nan	nan
AC005863.2	nan	nan	nan	nan	nan	nan
AC005884.1	0.627527	0.211907	0.447618	0.381769	0.208102	0.327726
AC005926.1	nan	nan	nan	nan	nan	nan
AC005932.1	nan	nan	nan	nan	nan	nan
AC005943.4	nan	nan	nan	nan	nan	nan
AC005943.5	1.67364	2.01641	1.80166	2.42716	1.23467	1.85422
AC005944.2	0.0984881	0.302096	0.236528	0.0250223	0.432861	0.16179
AC005954.3	nan	nan	nan	nan	nan	nan
AC005954.4	nan	nan	nan	nan	nan	nan
AC006000.5	nan	nan	nan	nan	nan	nan
AC006001.1	nan	nan	nan	nan	nan	nan
AC006003.3	nan	nan	nan	nan	nan	nan
AC006004.1	nan	nan	nan	nan	nan	nan
AC006007.1	nan	nan	nan	nan	nan	nan
AC006011.4	nan	nan	nan	nan	nan	nan
AC006014.1	nan	nan	nan	nan	nan	nan
AC006014.10	0.199135	0.394855	0.2506	0.02566	0.298713	0.247699
AC006014.7	0.963739	0.825099	0.697623	0.633028	0.592435	0.556996
AC006014.8	0.0748587	0.234524	0.253825	0.136319	0.354597	0.193724
AC006019.3	nan	nan	nan	nan	nan	nan
AC006019.4	nan	nan	nan	nan	nan	nan
AC006022.4	nan	nan	nan	nan	nan	nan
AC006023.8	nan	nan	nan	nan	nan	nan
AC006024.4	0.329872	0.214399	0.590917	0.568534	0.342538	0.191588
AC006026.1	nan	nan	nan	nan	nan	nan
AC006026.10	nan	nan	nan	nan	nan	nan
AC006026.12	nan	nan	nan	nan	nan	nan
AC006026.13	nan	nan	nan	nan	nan	nan
AC006026.9	nan	nan	nan	nan	nan	nan
AC006028.11	nan	nan	nan	nan	nan	nan
AC006033.22	nan	nan	nan	nan	nan	nan
AC006035.1	nan	nan	nan	nan	nan	nan
AC006037.2	nan	nan	nan	nan	nan	nan
AC006041.1	nan	nan	nan	nan	nan	nan
AC006042.6	0.330014	0.340433	0.346472	0.400357	0.226776	0.304424
AC006042.7	nan	nan	nan	nan	nan	nan
AC006042.8	0.447877	0.497555	0.554356	0.32529	0.604736	0.553498
AC006045.3	nan	nan	nan	nan	nan	nan
AC006050.2	nan	nan	nan	nan	nan	nan
AC006070.12	nan	nan	nan	nan	nan	nan
AC006076.1	nan	nan	nan	nan	nan	nan
AC006077.4	nan	nan	nan	nan	nan	nan
AC006080.1	nan	nan	nan	nan	nan	nan
AC006111.1	0.598462	0.662297	0.605756	0.75089	0.630397	0.335375
AC006115.1	nan	nan	nan	nan	nan	nan
AC006115.3	nan	nan	nan	nan	nan	nan
AC006115.6	nan	nan	nan	nan	nan	nan
AC006116.1	nan	nan	nan	nan	nan	nan
AC006116.12	nan	nan	nan	nan	nan	nan
AC006116.13	nan	nan	nan	nan	nan	nan
AC006116.14	nan	nan	nan	nan	nan	nan
AC006116.15	nan	nan	nan	nan	nan	nan
AC006116.17	nan	nan	nan	nan	nan	nan
AC006116.19	nan	nan	nan	nan	nan	nan
AC006116.20	nan	nan	nan	nan	nan	nan
AC006116.21	nan	nan	nan	nan	nan	nan
AC006116.22	0.872181	0.811801	0.600552	0.55049	0.907103	0.747222
AC006116.24	nan	nan	nan	nan	nan	nan
AC006116.27	nan	nan	nan	nan	nan	nan
AC006126.3	nan	nan	nan	nan	nan	nan
AC006126.4	nan	nan	nan	nan	nan	nan
AC006129.1	nan	nan	nan	nan	nan	nan
AC006129.2	nan	nan	nan	nan	nan	nan
AC006129.4	nan	nan	nan	nan	nan	nan
AC006130.1	nan	nan	nan	nan	nan	nan
AC006130.3	nan	nan	nan	nan	nan	nan
AC006130.4	nan	nan	nan	nan	nan	nan
AC006132.1	0.855732	0.608841	0.434014	0.434455	0.73246	0.688336
AC006133.3	nan	nan	nan	nan	nan	nan
AC006145.1	nan	nan	nan	nan	nan	nan
AC006150.1	nan	nan	nan	nan	nan	nan
AC006150.2	nan	nan	nan	nan	nan	nan
AC006153.3	nan	nan	nan	nan	nan	nan
AC006156.1	nan	nan	nan	nan	nan	nan
AC006156.2	nan	nan	nan	nan	nan	nan
AC006159.3	nan	nan	nan	nan	nan	nan
AC006159.4	nan	nan	nan	nan	nan	nan
AC006159.5	nan	nan	nan	nan	nan	nan
AC006160.4	nan	nan	nan	nan	nan	nan
AC006160.5	nan	nan	nan	nan	nan	nan
AC006195.2	nan	nan	nan	nan	nan	nan
AC006196.1	nan	nan	nan	nan	nan	nan
AC006227.1	nan	nan	nan	nan	nan	nan
AC006262.10	nan	nan	nan	nan	nan	nan
AC006262.4	nan	nan	nan	nan	nan	nan
AC006262.5	nan	nan	nan	nan	nan	nan
AC006262.6	nan	nan	nan	nan	nan	nan
AC006272.1	nan	nan	nan	nan	nan	nan
AC006272.2	nan	nan	nan	nan	nan	nan
AC006273.4	nan	nan	nan	nan	nan	nan
AC006273.5	1.06076	0.916549	0.99322	0.375334	0.856709	0.774897
AC006273.7	nan	nan	nan	nan	nan	nan
AC006277.2	nan	nan	nan	nan	nan	nan
AC006296.1	nan	nan	nan	nan	nan	nan
AC006296.2	nan	nan	nan	nan	nan	nan
AC006322.1	nan	nan	nan	nan	nan	nan
AC006326.3	nan	nan	nan	nan	nan	nan
AC006326.5	nan	nan	nan	nan	nan	nan
AC006328.1	nan	nan	nan	nan	nan	nan
AC006328.9	nan	nan	nan	nan	nan	nan
AC006335.10	nan	nan	nan	nan	nan	nan
AC006335.11	nan	nan	nan	nan	nan	nan
AC006335.2	nan	nan	nan	nan	nan	nan
AC006335.6	nan	nan	nan	nan	nan	nan
AC006355.3	nan	nan	nan	nan	nan	nan
AC006366.3	nan	nan	nan	nan	nan	nan
AC006369.2	nan	nan	nan	nan	nan	nan
AC006369.3	nan	nan	nan	nan	nan	nan
AC006371.1	nan	nan	nan	nan	nan	nan
AC006372.1	nan	nan	nan	nan	nan	nan
AC006372.4	nan	nan	nan	nan	nan	nan
AC006372.5	nan	nan	nan	nan	nan	nan
AC006372.6	nan	nan	nan	nan	nan	nan
AC006373.1	nan	nan	nan	nan	nan	nan
AC006377.1	nan	nan	nan	nan	nan	nan
AC006378.2	nan	nan	nan	nan	nan	nan
AC006380.1	nan	nan	nan	nan	nan	nan
AC006380.3	nan	nan	nan	nan	nan	nan
AC006390.4	nan	nan	nan	nan	nan	nan
AC006427.2	nan	nan	nan	nan	nan	nan
AC006432.1	nan	nan	nan	nan	nan	nan
AC006435.1	nan	nan	nan	nan	nan	nan
AC006445.6	nan	nan	nan	nan	nan	nan
AC006445.7	nan	nan	nan	nan	nan	nan
AC006445.8	nan	nan	nan	nan	nan	nan
AC006449.1	nan	nan	nan	nan	nan	nan
AC006452.1	nan	nan	nan	nan	nan	nan
AC006455.1	nan	nan	nan	nan	nan	nan
AC006458.3	nan	nan	nan	nan	nan	nan
AC006460.2	nan	nan	nan	nan	nan	nan
AC006461.2	nan	nan	nan	nan	nan	nan
AC006465.4	nan	nan	nan	nan	nan	nan
AC006466.5	nan	nan	nan	nan	nan	nan
AC006480.1	nan	nan	nan	nan	nan	nan
AC006481.1	nan	nan	nan	nan	nan	nan
AC006482.1	nan	nan	nan	nan	nan	nan
AC006483.1	nan	nan	nan	nan	nan	nan
AC006483.5	nan	nan	nan	nan	nan	nan
AC006486.1	1.27291	1.17842	1.17801	1.52636	1.38585	1.41142
AC006486.9	nan	nan	nan	nan	nan	nan
AC006487.1	nan	nan	nan	nan	nan	nan
AC006499.1	nan	nan	nan	nan	nan	nan
AC006499.2	nan	nan	nan	nan	nan	nan
AC006499.3	nan	nan	nan	nan	nan	nan
AC006499.4	nan	nan	nan	nan	nan	nan
AC006499.5	nan	nan	nan	nan	nan	nan
AC006499.6	nan	nan	nan	nan	nan	nan
AC006499.7	nan	nan	nan	nan	nan	nan
AC006499.8	nan	nan	nan	nan	nan	nan
AC006499.9	nan	nan	nan	nan	nan	nan
AC006509.4	nan	nan	nan	nan	nan	nan
AC006509.7	nan	nan	nan	nan	nan	nan
AC006534.1	nan	nan	nan	nan	nan	nan
AC006534.2	nan	nan	nan	nan	nan	nan
AC006538.1	0.282869	0.392807	0.36957	0.175156	0.226776	0.193724
AC006538.4	nan	nan	nan	nan	nan	nan
AC006539.1	nan	nan	nan	nan	nan	nan
AC006539.2	nan	nan	nan	nan	nan	nan
AC006539.3	nan	nan	nan	nan	nan	nan
AC006539.4	nan	nan	nan	nan	nan	nan
AC006547.13	0.353587	0.445181	0.485061	0.500446	0.428354	0.470473
AC006547.14	nan	nan	nan	nan	nan	nan
AC006547.15	nan	nan	nan	nan	nan	nan
AC006547.8	nan	nan	nan	nan	nan	nan
AC006548.19	nan	nan	nan	nan	nan	nan
AC006548.26	nan	nan	nan	nan	nan	nan
AC006552.1	nan	nan	nan	nan	nan	nan
AC006557.1	nan	nan	nan	nan	nan	nan
AC006926.1	nan	nan	nan	nan	nan	nan
AC006942.4	nan	nan	nan	nan	nan	nan
AC006946.12	nan	nan	nan	nan	nan	nan
AC006946.15	nan	nan	nan	nan	nan	nan
AC006946.16	nan	nan	nan	nan	nan	nan
AC006946.17	nan	nan	nan	nan	nan	nan
AC006947.1	nan	nan	nan	nan	nan	nan
AC006953.1	nan	nan	nan	nan	nan	nan
AC006960.5	nan	nan	nan	nan	nan	nan
AC006960.7	nan	nan	nan	nan	nan	nan
AC006967.1	nan	nan	nan	nan	nan	nan
AC006978.6	3.70087	3.4567	4.52724	3.30294	3.04888	3.84681
AC006987.4	nan	nan	nan	nan	nan	nan
AC006987.5	nan	nan	nan	nan	nan	nan
AC006987.6	nan	nan	nan	nan	nan	nan
AC006987.7	nan	nan	nan	nan	nan	nan
AC006988.1	nan	nan	nan	nan	nan	nan
AC006989.2	nan	nan	nan	nan	nan	nan
AC006994.1	nan	nan	nan	nan	nan	nan
AC006994.2	nan	nan	nan	nan	nan	nan
AC006994.3	nan	nan	nan	nan	nan	nan
AC006995.8	0.52848	0.55627	0.283219	0.287029	0.343166	0.478064
AC007000.10	nan	nan	nan	nan	nan	nan
AC007000.11	nan	nan	nan	nan	nan	nan
AC007000.12	nan	nan	nan	nan	nan	nan
AC007003.1	nan	nan	nan	nan	nan	nan
AC007009.1	0.847839	0.669035	1.15337	1.27379	1.17832	1.09723
AC007009.2	nan	nan	nan	nan	nan	nan
AC007014.1	nan	nan	nan	nan	nan	nan
AC007016.3	nan	nan	nan	nan	nan	nan
AC007025.1	nan	nan	nan	nan	nan	nan
AC007036.4	nan	nan	nan	nan	nan	nan
AC007036.5	nan	nan	nan	nan	nan	nan
AC007036.6	nan	nan	nan	nan	nan	nan
AC007038.7	0.330014	0.314245	0.300276	0.125111	0.403157	0.415123
AC007040.1	nan	nan	nan	nan	nan	nan
AC007040.11	nan	nan	nan	nan	nan	nan
AC007040.2	nan	nan	nan	nan	nan	nan
AC007040.3	nan	nan	nan	nan	nan	nan
AC007040.5	nan	nan	nan	nan	nan	nan
AC007040.6	nan	nan	nan	nan	nan	nan
AC007040.7	nan	nan	nan	nan	nan	nan
AC007040.8	nan	nan	nan	nan	nan	nan
AC007041.1	nan	nan	nan	nan	nan	nan
AC007041.2	0.377915	0.683185	0.440599	0.551631	0.453552	0.528427
AC007050.1	nan	nan	nan	nan	nan	nan
AC007050.17	nan	nan	nan	nan	nan	nan
AC007050.18	nan	nan	nan	nan	nan	nan
AC007056.1	nan	nan	nan	nan	nan	nan
AC007064.22	nan	nan	nan	nan	nan	nan
AC007064.24	nan	nan	nan	nan	nan	nan
AC007064.25	nan	nan	nan	nan	nan	nan
AC007078.4	nan	nan	nan	nan	nan	nan
AC007091.1	nan	nan	nan	nan	nan	nan
AC007092.1	nan	nan	nan	nan	nan	nan
AC007096.1	nan	nan	nan	nan	nan	nan
AC007098.1	nan	nan	nan	nan	nan	nan
AC007099.1	nan	nan	nan	nan	nan	nan
AC007099.2	nan	nan	nan	nan	nan	nan
AC007106.1	nan	nan	nan	nan	nan	nan
AC007114.1	nan	nan	nan	nan	nan	nan
AC007115.3	nan	nan	nan	nan	nan	nan
AC007126.1	nan	nan	nan	nan	nan	nan
AC007128.1	0.330784	0.323722	0.529286	0.307268	0.336749	0.816029
AC007131.1	nan	nan	nan	nan	nan	nan
AC007131.2	nan	nan	nan	nan	nan	nan
AC007131.3	nan	nan	nan	nan	nan	nan
AC007136.1	nan	nan	nan	nan	nan	nan
AC007161.5	0.306442	0.36662	0.161687	0.275245	0.277171	0.387448
AC007163.10	nan	nan	nan	nan	nan	nan
AC007163.11	nan	nan	nan	nan	nan	nan
AC007163.3	nan	nan	nan	nan	nan	nan
AC007163.6	nan	nan	nan	nan	nan	nan
AC007163.8	nan	nan	nan	nan	nan	nan
AC007163.9	nan	nan	nan	nan	nan	nan
AC007179.1	nan	nan	nan	nan	nan	nan
AC007179.2	nan	nan	nan	nan	nan	nan
AC007182.6	0.55984	0.653834	0.485661	0.500977	0.702421	0.58478
AC007192.6	nan	nan	nan	nan	nan	nan
AC007193.10	nan	nan	nan	nan	nan	nan
AC007193.6	nan	nan	nan	nan	nan	nan
AC007193.8	nan	nan	nan	nan	nan	nan
AC007193.9	nan	nan	nan	nan	nan	nan
AC007204.1	nan	nan	nan	nan	nan	nan
AC007204.2	nan	nan	nan	nan	nan	nan
AC007216.1	nan	nan	nan	nan	nan	nan
AC007216.2	nan	nan	nan	nan	nan	nan
AC007228.11	nan	nan	nan	nan	nan	nan
AC007228.5	nan	nan	nan	nan	nan	nan
AC007228.8	nan	nan	nan	nan	nan	nan
AC007228.9	0.5335	0.482843	0.333058	0.281594	0.494381	0.631213
AC007229.3	1.93294	1.99022	2.19432	2.52725	1.8898	2.62911
AC007237.2	nan	nan	nan	nan	nan	nan
AC007238.1	0.452626	0.665124	0.347668	0.601025	0.45973	0.526995
AC007241.1	nan	nan	nan	nan	nan	nan
AC007242.1	nan	nan	nan	nan	nan	nan
AC007246.3	2.14509	2.80202	2.21742	2.07685	2.21736	2.60144
AC007248.6	nan	nan	nan	nan	nan	nan
AC007248.7	nan	nan	nan	nan	nan	nan
AC007249.3	nan	nan	nan	nan	nan	nan
AC007250.4	nan	nan	nan	nan	nan	nan
AC007251.2	nan	nan	nan	nan	nan	nan
AC007253.1	nan	nan	nan	nan	nan	nan
AC007255.8	0.919326	1.23079	0.970122	1.3512	0.957498	1.07932
AC007256.5	0.683601	0.733239	0.85503	0.900802	0.957498	0.802572
AC007271.3	nan	nan	nan	nan	nan	nan
AC007272.1	nan	nan	nan	nan	nan	nan
AC007272.3	nan	nan	nan	nan	nan	nan
AC007274.2	nan	nan	nan	nan	nan	nan
AC007274.5	nan	nan	nan	nan	nan	nan
AC007276.5	0.543974	0.553648	0.749828	0.575513	0.465715	0.646687
AC007277.3	nan	nan	nan	nan	nan	nan
AC007278.2	nan	nan	nan	nan	nan	nan
AC007278.3	nan	nan	nan	nan	nan	nan
AC007279.2	nan	nan	nan	nan	nan	nan
AC007282.6	nan	nan	nan	nan	nan	nan
AC007283.4	nan	nan	nan	nan	nan	nan
AC007283.5	nan	nan	nan	nan	nan	nan
AC007285.6	nan	nan	nan	nan	nan	nan
AC007285.7	nan	nan	nan	nan	nan	nan
AC007292.1	nan	nan	nan	nan	nan	nan
AC007292.3	0.778784	0.707875	0.701734	0.845205	0.75592	0.720626
