Gene	C42B_siZFX_rep1	C42B_siZFX_rep2	C42B_siZFX_rep3	C42B_siCtrl_rep1	C42B_siCtrl_rep2	C42B_siCtrl_rep3
5S_rRNA	nan	nan	nan	nan	nan	nan
7SK	nan	nan	nan	nan	nan	nan
FAM214B	19.0233	19.8081	18.6525	11.0233	12.0248	12.0884
FAM215A	nan	nan	nan	nan	nan	nan
FAM215B	4.75577	5.22911	4.51419	3.75264	4.40383	4.59679
FAM216A	30.0525	29.887	32.4775	25.6408	25.6321	25.2133
FAM216B	nan	nan	nan	nan	nan	nan
FAM217A	nan	nan	nan	nan	nan	nan
FAM217B	20.938	20.2594	19.6155	10.1469	10.9044	10.5214
FAM218A	3.6215	3.51193	3.52488	2.8991	2.8647	2.38784
FAM218BP	nan	nan	nan	nan	nan	nan
FAM219A	10.1152	11.8421	11.5211	21.4061	19.3253	20.7443
FAM219B	35.674	36.1257	37.2726	33.9127	35.3699	32.3477
FAM21A	82.7237	79.6312	78.9241	49.957	50.0882	49.5298
FAM21B	0.793476	0.604274	0.900577	0.852817	0.640095	0.291176
FAM21C	50.426	51.2707	47.1722	30.9111	32.9038	36.77
FAM21D	0.209941	0.71554	1.34276	1.03708	0.0413746	0.0740835
FAM21FP	0.436762	0.791015	0.635763	0.325316	0.274855	0.316217
FAM220A	12.4463	11.8635	11.7659	12.0009	12.2674	12.8719
FAM220BP	nan	nan	nan	nan	nan	nan
FAM220CP	nan	nan	nan	nan	nan	nan
FAM221A	6.16072	6.6384	6.36437	5.4948	5.71785	5.52187
FAM221B	0.208132	0.235556	0.277421	0.202263	0.334985	0.298479
FAM222A	7.90903	6.72406	7.42509	10.8211	10.5578	11.4541
FAM222A-AS1	0.999035	1.0493	1.32183	1.04502	1.16667	1.34316
FAM222B	26.8907	26.6821	26.4039	25.9234	27.03	27.3855
FAM224A	nan	nan	nan	nan	nan	nan
FAM224B	nan	nan	nan	nan	nan	nan
FAM225A	nan	nan	nan	nan	nan	nan
FAM225B	nan	nan	nan	nan	nan	nan
FAM226B	0.70765	0.706668	0.554842	0.573078	0.519804	0.671579
FAM227A	9.07457	9.37941	8.77956	9.23667	10.0842	9.58865
FAM227B	2.55291	3.02462	3.47749	2.13402	1.85137	1.90451
FAM228A	nan	nan	nan	nan	nan	nan
FAM228B	0.874156	1.07071	0.995452	1.24729	1.38614	1.34316
FAM229A	7.85279	10.0633	9.03084	8.18791	7.56942	7.72508
FAM229B	2.8306	2.8695	3.00267	2.05634	1.67492	1.38047
FAM230A	0.45065	0.192728	0.375334	0.441965	0.244216	0.410409
FAM230B	1.41389	1.54297	1.18404	1.22083	1.36935	1.36658
FAM24A	nan	nan	nan	nan	nan	nan
FAM24B	2.25012	1.79488	1.66985	1.69678	1.85355	1.62327
FAM25A	nan	nan	nan	nan	nan	nan
FAM25B	nan	nan	nan	nan	nan	nan
FAM25C	nan	nan	nan	nan	nan	nan
FAM25D	nan	nan	nan	nan	nan	nan
FAM25E	nan	nan	nan	nan	nan	nan
FAM25G	nan	nan	nan	nan	nan	nan
FAM25HP	nan	nan	nan	nan	nan	nan
FAM26D	nan	nan	nan	nan	nan	nan
FAM26E	nan	nan	nan	nan	nan	nan
FAM26F	nan	nan	nan	nan	nan	nan
FAM27A	2.01976	1.66339	2.49471	2.36203	2.41441	1.76959
FAM27B	0.264012	0.427785	0.0176356	0.0681015	0.369309	0.0493029
FAM27C	nan	nan	nan	nan	nan	nan
FAM27D1	0.335097	0.430761	0.295718	0.404526	0.499605	0.332639
FAM27E1	0.232686	0.212565	0.243884	0.315222	0.220689	0.290388
FAM27E2	0.0964748	0.0770563	0.203985	0.0337105	0.060702	0.0803459
FAM27E3	2.40312	2.27672	1.91102	2.33972	2.35226	2.54658
FAM27E4	0.181566	0.174672	0.268453	0.406717	0.274464	0.179411
FAM27L	nan	nan	nan	nan	nan	nan
FAM32A	24.6012	24.4765	26.1971	37.486	38.5947	37.4218
FAM32B	nan	nan	nan	nan	nan	nan
FAM35A	57.6114	59.3025	58.439	55.265	57.4386	58.2163
FAM35BP	0.378379	0.409958	0.346811	0.441334	0.373872	0.596347
FAM35CP	2.29401	1.88469	2.18751	2.09356	1.75199	1.67895
FAM35DP	0.381808	0.29049	0.324007	0.209595	0.337992	0.205383
FAM35EP	nan	nan	nan	nan	nan	nan
FAM3A	27.8065	27.7742	27.1547	28.9573	28.7741	29.251
FAM3B	0.499517	0.685254	0.554842	0.573078	0.450497	0.410409
FAM3C	55.5045	52.4544	56.4225	71.9163	71.9622	69.2123
FAM3C2	1.73191	2.79447	2.40723	4.16806	3.45625	3.46772
FAM3D	nan	nan	nan	nan	nan	nan
FAM41AY1	nan	nan	nan	nan	nan	nan
FAM41AY2	nan	nan	nan	nan	nan	nan
FAM41C	nan	nan	nan	nan	nan	nan
FAM43A	29.7213	32.7851	31.8218	28.2831	28.0925	29.251
FAM43B	nan	nan	nan	nan	nan	nan
FAM45A	24.9222	24.3426	26.4957	37.8198	40.3312	41.0793
FAM45B	0.844567	1.46148	0.642558	1.89106	1.25317	1.75248
FAM46A	0.915782	0.621012	0.750669	0.404526	0.358087	0.485029
FAM46B	nan	nan	nan	nan	nan	nan
FAM46C	3.74638	4.98951	4.43874	3.77557	3.52312	3.61906
FAM46D	nan	nan	nan	nan	nan	nan
FAM47A	nan	nan	nan	nan	nan	nan
FAM47B	nan	nan	nan	nan	nan	nan
FAM47C	nan	nan	nan	nan	nan	nan
FAM47DP	nan	nan	nan	nan	nan	nan
FAM47E	11.9681	8.27542	11.3	8.30225	7.6598	6.01768
FAM47E-STBD1	13.757	17.9783	14.435	13.7781	14.3452	15.7713
FAM49A	3.33012	3.66183	3.59016	2.8991	3.24589	3.0221
FAM49B	34.9662	33.2563	34.7921	32.9688	34.5495	33.2804
FAM50A	65.3537	71.6092	69.5506	57.0046	57.5578	59.0988
FAM50B	9.49083	11.1782	11.4232	10.2817	9.98024	9.7752
FAM53A	1.24879	1.11354	1.30551	1.75294	2.06767	1.82819
FAM53B	45.2524	48.3006	46.1956	54.3294	53.323	50.5425
FAM53C	129.167	130.861	127.221	113.74	111.532	113.458
FAM57A	31.3447	37.0253	34.3511	40.7222	40.3603	40.4812
FAM57B	0.457891	0.535355	0.701712	1.281	1.01651	1.1193
FAM58A	6.66023	7.51621	6.88656	14.7989	13.2492	14.439
FAM58BP	nan	nan	nan	nan	nan	nan
FAM58CP	nan	nan	nan	nan	nan	nan
FAM58DP	nan	nan	nan	nan	nan	nan
FAM60A	68.8263	62.4436	67.2809	79.7237	73.8806	77.9364
FAM60BP	nan	nan	nan	nan	nan	nan
FAM60CP	0.126238	0.0648711	0.181935	0.170393	0.233535	0.264993
FAM63A	11.9052	10.9212	11.0153	8.0568	8.67497	9.029
FAM63B	68.3089	70.4952	65.8788	54.3078	57.7322	54.995
FAM64A	29.8446	28.6736	30.4504	45.6777	44.9801	44.6598
FAM65A	19.1482	19.1015	19.2725	47.3288	50.0984	51.4502
FAM65B	0.957407	0.428284	0.424291	0.168552	0.519804	0.410409
FAM65C	0.541144	0.535355	0.326378	0.0674209	0.277229	0.22386
FAM66A	nan	nan	nan	nan	nan	nan
FAM66B	0.333012	0.235556	0.179508	0.733549	0.770673	0.932603
FAM66C	nan	nan	nan	nan	nan	nan
FAM66D	0.0416265	0.113285	0.0489567	0.134842	0.183277	0.20991
FAM66E	nan	nan	nan	nan	nan	nan
FAM69A	9.19945	9.85053	10.5746	8.29278	7.55449	8.73052
FAM69B	7.66506	10.1233	9.32217	15.6908	16.182	15.8773
FAM69C	nan	nan	nan	nan	nan	nan
FAM71A	nan	nan	nan	nan	nan	nan
FAM71B	nan	nan	nan	nan	nan	nan
FAM71C	nan	nan	nan	nan	nan	nan
FAM71D	nan	nan	nan	nan	nan	nan
FAM71E1	2.14257	1.72384	1.99153	2.21472	2.11821	2.07374
FAM71E2	nan	nan	nan	nan	nan	nan
FAM71F1	1.4153	0.813739	0.848582	0.471947	0.566009	0.671579
FAM71F2	1.54018	1.84162	1.56661	1.01131	1.43235	1.4924
FAM72A	15.8555	16.0682	17.9383	23.7732	25.4764	23.3343
FAM72B	17.9907	16.4121	17.1478	21.8882	23.7544	26.1553
FAM72C	4.63195	5.40593	5.0663	5.39209	5.1664	6.28909
FAM72D	16.6275	13.7348	15.0726	21.7688	23.2105	21.4669
FAM73A	28.8055	28.5451	26.4202	26.6313	29.0512	28.057
FAM73B	35.5074	37.3893	36.1627	31.9575	29.9637	30.445
FAM74A1	nan	nan	nan	nan	nan	nan
FAM74A2	nan	nan	nan	nan	nan	nan
FAM74A3	nan	nan	nan	nan	nan	nan
FAM74A4	nan	nan	nan	nan	nan	nan
FAM74A5	nan	nan	nan	nan	nan	nan
FAM74A6	nan	nan	nan	nan	nan	nan
FAM76A	7.11812	6.85255	8.09417	7.55115	7.58913	7.64853
FAM76B	21.9788	20.0651	19.599	21.5073	22.1899	23.1694
FAM78A	2.0397	1.47758	1.61557	2.562	2.85314	2.64901
FAM78B	nan	nan	nan	nan	nan	nan
FAM81A	26.0998	26.0611	27.9543	28.2831	26.5331	27.7959
FAM81B	nan	nan	nan	nan	nan	nan
FAM83A	0.208132	0.149899	0.114232	0.404526	0.427395	0.335789
FAM83A-AS1	nan	nan	nan	nan	nan	nan
FAM83B	nan	nan	nan	nan	nan	nan
FAM83C	nan	nan	nan	nan	nan	nan
FAM83C-AS1	nan	nan	nan	nan	nan	nan
FAM83D	66.5607	67.0478	67.7234	108.312	108.073	111.184
FAM83E	0.124879	0.171314	0.163189	0.269684	0.231024	0.261169
FAM83F	57.7645	56.3024	54.4718	88.3109	84.7658	87.9748
FAM83G	36.964	40.4083	36.7664	24.103	24.7062	26.602
FAM83H	139.321	146.212	141.24	183.246	192.546	199.424
FAM83H-AS1	131.539	126.429	124.055	105.178	105.104	102.49
FAM84A	3.98877	4.09373	3.5144	2.60157	2.52791	2.71015
FAM84B	108.552	107.428	103.982	85.1743	79.5119	80.9677
FAM85A	0.0832529	0.25697	0.14687	0.674209	0.646868	0.485029
FAM85B	nan	nan	nan	nan	nan	nan
FAM86A	30.1542	27.6135	29.7664	26.9929	26.3092	26.1007
FAM86B1	9.23392	9.24955	9.6872	10.8503	11.6268	10.8301
FAM86B2	0.413994	0.582885	0.438883	0.456957	0.42767	0.503902
FAM86B3P	1.91482	1.74524	2.3391	2.62572	2.66941	2.00298
FAM86C1	16.2271	15.3794	15.5061	15.013	13.6695	14.7229
FAM86C2P	8.94849	9.31171	9.38128	8.7417	8.51444	8.06732
FAM86DP	5.50083	5.18742	5.41462	5.86171	5.53164	4.94511
FAM86EP	5.21571	5.5204	5.40637	5.3482	4.86966	4.83803
FAM86FP	0.169489	0.243764	0.184939	0.235973	0.142797	0.230808
FAM86GP	0.37613	0.155006	0.203208	0.171939	0.115318	0.158683
FAM86HP	0.839775	1.01044	0.977789	0.573078	0.91956	0.5982
FAM86JP	8.34033	8.91542	9.26397	8.30796	8.31156	6.94523
FAM86KP	nan	nan	nan	nan	nan	nan
FAM86LP	nan	nan	nan	nan	nan	nan
FAM86MP	nan	nan	nan	nan	nan	nan
FAM87A	0.359921	0.229881	0.376267	0.180733	0.158166	0.177095
FAM87B	0.888872	0.733758	0.553903	0.849686	0.731277	0.797908
FAM89A	0.790903	0.621012	0.750669	1.65181	1.9175	1.56702
FAM89B	26.2924	29.909	28.9023	32.177	31.8915	33.9639
FAM8A1	77.1754	76.984	77.531	78.7814	80.8007	81.261
FAM8A2P	0.166506	0.25697	0.14687	0.168552	0.150166	0.22386
FAM8A3P	nan	nan	nan	nan	nan	nan
FAM8A4P	nan	nan	nan	nan	nan	nan
FAM8A6P	nan	nan	nan	nan	nan	nan
FAM90A1	0.58277	0.685254	0.554842	0.70792	0.518985	0.671579
FAM90A10P	nan	nan	nan	nan	nan	nan
FAM90A11P	nan	nan	nan	nan	nan	nan
FAM90A12P	nan	nan	nan	nan	nan	nan
FAM90A13P	nan	nan	nan	nan	nan	nan
FAM90A14P	nan	nan	nan	nan	nan	nan
FAM90A15P	nan	nan	nan	nan	nan	nan
FAM90A16P	nan	nan	nan	nan	nan	nan
FAM90A17P	nan	nan	nan	nan	nan	nan
FAM90A18P	nan	nan	nan	nan	nan	nan
FAM90A19P	nan	nan	nan	nan	nan	nan
FAM90A20P	nan	nan	nan	nan	nan	nan
FAM90A21P	nan	nan	nan	nan	nan	nan
FAM90A22P	nan	nan	nan	nan	nan	nan
FAM90A23P	nan	nan	nan	nan	nan	nan
FAM90A24P	nan	nan	nan	nan	nan	nan
FAM90A25P	nan	nan	nan	nan	nan	nan
FAM90A26	nan	nan	nan	nan	nan	nan
FAM90A27P	nan	nan	nan	nan	nan	nan
FAM90A28P	nan	nan	nan	nan	nan	nan
FAM90A2P	nan	nan	nan	nan	nan	nan
FAM90A3P	nan	nan	nan	nan	nan	nan
FAM90A4P	nan	nan	nan	nan	nan	nan
FAM90A5P	nan	nan	nan	nan	nan	nan
FAM90A6P	nan	nan	nan	nan	nan	nan
FAM90A7P	nan	nan	nan	nan	nan	nan
FAM90A8P	nan	nan	nan	nan	nan	nan
FAM90A9P	nan	nan	nan	nan	nan	nan
FAM91A1	122.085	116.084	115.939	106.491	109.767	112.742
FAM92A1	3.4769	4.3487	4.05649	5.17362	4.63163	4.9146
FAM92A1P1	nan	nan	nan	nan	nan	nan
FAM92A1P2	nan	nan	nan	nan	nan	nan
FAM92B	nan	nan	nan	nan	nan	nan
FAM95B1	0.374638	0.471112	0.376108	0.372899	0.381184	0.298476
FAM96A	50.9506	46.5333	49.0214	56.195	56.7848	52.9054
FAM96AP1	nan	nan	nan	nan	nan	nan
FAM96AP2	nan	nan	nan	nan	nan	nan
FAM96B	33.3013	33.449	34.6451	36.5086	31.7777	34.922
FAM98A	106.607	111.999	110.98	82.0515	85.0876	83.1643
FAM98B	72.5135	71.3296	69.9438	72.0051	72.0574	72.3434
FAM98C	8.94969	9.22952	8.8122	10.9559	9.79543	10.111
FAM99A	nan	nan	nan	nan	nan	nan
FAM99B	nan	nan	nan	nan	nan	nan
FAM9A	nan	nan	nan	nan	nan	nan
FAM9B	nan	nan	nan	nan	nan	nan
FAM9C	nan	nan	nan	nan	nan	nan
FAN1	59.9595	57.8643	57.604	75.9852	75.2464	73.8372
FANCA	22.3258	22.1319	23.6842	36.8092	36.6253	35.0522
FANCB	6.20233	5.31071	6.26644	8.6973	7.91261	8.61859
FANCC	16.2343	17.2263	16.9436	20.2041	19.8008	20.3833
FANCD2	29.0125	27.1959	29.0624	43.621	43.985	45.4796
FANCD2OS	nan	nan	nan	nan	nan	nan
FANCD2P2	nan	nan	nan	nan	nan	nan
FANCE	7.20138	7.17375	7.2619	8.32649	8.68651	9.55134
FANCF	28.3476	28.6048	25.9632	29.4786	30.3036	29.8777
FANCG	29.1385	28.6093	29.8635	44.835	42.5204	45.3689
FANCI	86.3158	79.6332	82.4897	124.521	123.146	122.445
FANCL	7.79307	6.71883	7.13046	6.23377	6.71155	7.02513
FANCM	23.2692	22.0994	22.161	27.4403	27.8154	28.8779
FANK1	0.416265	0.299799	0.195827	0.269684	0.196371	0.261169
FANK1-AS1	nan	nan	nan	nan	nan	nan
FAP	0.74038	0.507658	0.421346	0.480948	0.36953	0.428378
FAR1	111.309	105.058	108.191	128.639	126.04	127.412
FAR1-IT1	nan	nan	nan	nan	nan	nan
FAR1P1	nan	nan	nan	nan	nan	nan
FAR2	5.44157	5.97523	5.51489	5.76449	4.86132	5.74573
FARP1	18.1075	17.7095	17.6081	17.1586	18.4243	17.8341
FARP1-AS1	nan	nan	nan	nan	nan	nan
FARP2	43.654	40.77	41.2843	60.9562	61.9255	63.9435
FARS2	5.45306	5.05374	5.58105	5.22512	4.47031	4.43988
FARSA	145.612	148.89	145.615	139.328	141.426	143.905
FARSB	106.688	104.158	108.782	95.2332	95.9355	95.7746
FARSBP1	nan	nan	nan	nan	nan	nan
FAS	2.53921	2.69819	2.44783	4.75318	4.59738	4.92491
FASLG	nan	nan	nan	nan	nan	nan
FASN	1294.34	1359.98	1236.32	1234.97	1226.29	1250.69
FASTK	102.651	109.341	106.954	106.929	105.092	106.296
FASTKD1	39.2954	36.6612	39.2957	32.4295	33.1984	33.4296
FASTKD2	59.7757	59.6597	59.3344	45.206	44.2248	45.5865
FASTKD3	14.5276	16.0178	16.9064	14.6978	14.67	15.2597
FASTKD5	33.9078	32.8982	31.8124	33.088	30.3954	31.3671
FAT1	177.121	172	155.406	216.59	223.85	223.339
FAT1P1	nan	nan	nan	nan	nan	nan
FAT2	2.05202	1.78556	1.46436	1.1247	1.41031	1.5006
FAT3	nan	nan	nan	nan	nan	nan
FAT4	0.291385	0.449698	0.342697	0.471947	0.600663	0.373099
FATE1	nan	nan	nan	nan	nan	nan
FAU	189.217	198.719	200.268	166.892	145.433	153.959
FAUP1	0.416265	0.385542	0.897539	0.43841	0.438946	0.522592
FAUP2	nan	nan	nan	nan	nan	nan
FAXC	1.54018	0.942225	1.35447	3.77557	3.93896	4.5145
FAXDC2	5.0368	4.94668	4.61824	4.8206	4.71289	4.25333
FBF1	11.6267	12.2163	11.9241	17.2015	18.3332	16.4863
FBL	156.848	164.035	171.869	153.381	147.058	146.628
FBLIM1	5.07843	5.26789	5.20572	5.7982	6.21454	5.6338
FBLL1	0.999035	1.58465	1.4687	1.14616	0.935648	1.08199
FBLN1	2.62247	2.5697	2.61102	3.64073	4.38946	3.91754
FBLN2	5.12005	5.16082	5.04253	3.74186	4.40101	3.65637
FBLN5	nan	nan	nan	nan	nan	nan
FBLN7	0.0832529	0.278385	0.114232	0.168552	0.219473	0.22386
FBN1	0.915782	0.749497	0.897539	0.303394	0.323434	0.18655
FBN2	nan	nan	nan	nan	nan	nan
FBN3	nan	nan	nan	nan	nan	nan
FBP1	nan	nan	nan	nan	nan	nan
FBP2	0.166506	0.0872056	0.0992713	0.235973	0.186939	0.150781
FBRS	60.4836	62.7435	59.5794	59.128	65.7852	65.7776
FBRSL1	68.2258	71.7588	67.7884	67.3872	76.1227	81.2607
FBXL12	14.3195	13.3625	14.0669	11.6638	10.6155	10.1483
FBXL13	0.249759	0.321213	0.44061	0.168552	0.254127	0.22386
FBXL14	4.45403	5.5891	5.49946	6.94436	6.68815	7.61122
FBXL15	9.32846	10.2327	9.19746	9.40512	8.21026	8.44197
FBXL16	13.7784	15.8251	14.7196	11.7987	12.0826	11.7153
FBXL17	103.11	105.36	104.865	117.917	115.844	117.75
FBXL18	16.3592	16.8744	15.503	14.2932	14.6354	14.4016
FBXL19	13.3621	14.0263	13.6589	10.6525	12.1866	11.678
FBXL19-AS1	8.99131	7.85901	7.96362	8.96699	8.18981	8.80514
FBXL2	1.49855	1.30627	1.35447	1.24729	1.25908	1.56702
FBXL20	6.16072	5.78184	5.85848	6.10159	6.61884	6.23075
FBXL21	nan	nan	nan	nan	nan	nan
FBXL22	1.38745	1.32547	1.40961	1.07874	1.3808	1.26854
FBXL3	52.5742	51.6082	51.8288	56.2291	55.2958	56.5245
FBXL4	12.6544	11.9919	10.9337	15.3046	16.1832	14.7374
FBXL5	24.3098	22.3136	23.3523	30.2721	32.4592	29.9225
FBXL6	31.506	36.8944	36.2297	40.5053	35.9117	36.667
FBXL7	0.166506	0.214142	0.195827	0.0674209	0.0924097	0.261169
FBXL8	10.5907	9.75153	9.30552	9.34928	8.65158	8.39595
FBXO10	29.1339	31.2788	28.1756	21.7432	20.709	21.4159
FBXO11	25.6997	24.0766	24.6041	27.4039	25.6209	24.8409
FBXO15	0.457891	0.621012	0.571161	0.809051	1.01651	0.932748
FBXO16	4.42834	4.33313	4.65261	3.9471	3.96738	4.21792
FBXO17	nan	nan	nan	nan	nan	nan
FBXO18	58.3045	59.6667	59.5617	60.8187	58.5238	56.801
FBXO2	1.33205	1.09171	1.24024	1.14616	1.35145	1.97733
FBXO21	28.6807	30.0227	28.7868	34.4859	34.5614	34.0267
FBXO22	42.2509	39.9805	40.4221	36.3061	36.0978	34.8475
FBXO24	1.04066	0.663125	0.930176	1.17812	1.57067	0.932748
FBXO25	17.6272	17.0735	18.3086	21.1268	22.6982	22.7727
FBXO27	nan	nan	nan	nan	nan	nan
FBXO28	139.366	136.259	135.989	122.64	121.484	117.377
FBXO3	38.4212	42.1859	42.5433	44.7001	44.5297	42.6827
FBXO30	27.7232	27.089	25.5391	26.0245	25.1701	25.52
FBXO31	31.1366	33.192	32.0784	31.5862	30.9111	33.4639
FBXO32	2.95548	3.19071	2.46415	1.01131	0.612214	0.970058
FBXO33	21.1462	20.3863	20.0396	13.6865	14.7855	14.8867
FBXO34	15.6099	13.7693	14.8991	14.7989	15.0974	14.7001
FBXO36	1.29042	0.985053	1.19128	1.65181	1.69803	1.15661
FBXO36-IT1	nan	nan	nan	nan	nan	nan
FBXO38	58.3188	59.1247	57.6552	43.6888	47.1864	45.4433
FBXO39	nan	nan	nan	nan	nan	nan
FBXO4	4.53728	4.32567	4.92831	5.89933	6.05283	6.23076
FBXO40	nan	nan	nan	nan	nan	nan
FBXO41	17.8994	16.8957	17.2491	27.5414	27.2149	27.7586
FBXO42	22.6031	22.1208	22.5527	17.9002	17.7196	16.8641
FBXO43	0.416265	0.278385	0.212145	0.101131	0.265678	0.22386
FBXO44	6.61861	6.76731	6.96817	13.3493	13.0048	11.8576
FBXO45	79.6718	76.339	81.5453	82.9625	83.5961	87.1931
FBXO46	14.153	16.5746	14.9155	11.8998	11.9786	10.4095
FBXO47	nan	nan	nan	nan	nan	nan
FBXO48	0.832529	0.942225	0.946495	0.573078	0.773931	1.08199
FBXO5	17.8577	17.2598	17.9671	27.3391	28.2083	28.4301
FBXO6	0.541144	0.599597	0.603799	2.35973	2.0234	2.17099
FBXO7	47.6622	48.5887	50.2614	45.6441	46.8172	46.5255
FBXO8	10.1043	9.80654	9.58874	6.5631	6.09621	6.30142
FBXO9	52.366	55.4843	55.2066	63.9824	61.8332	61.8598
FBXW10	0.0907829	0.352905	0.357878	0.195386	0.250441	0.288794
FBXW11	98.1547	100.73	97.6059	79.7253	79.8067	77.0083
FBXW11P1	0.58277	0.471112	0.603799	0.438236	0.542907	0.485029
FBXW12	0.124879	0.107071	0.0815944	0.202263	0.150166	0.18655
FBXW2	77.0504	78.9753	78.5267	79.0171	79.9221	77.8654
FBXW4	7.36789	7.25941	7.88203	20.1926	20.2841	20.8936
FBXW4P1	0.58277	0.321213	0.359015	0.674209	0.681521	1.04468
FBXW5	94.1169	103.043	98.8103	100.727	104.303	103.161
FBXW7	23.2276	20.0223	20.774	17.0238	17.1651	16.8641
FBXW8	13.8983	16.7235	14.4057	13.0781	15.3152	14.2506
FBXW9	13.5268	14.6902	15.1438	13.4168	12.9951	13.357
FCAMR	nan	nan	nan	nan	nan	nan
FCAR	nan	nan	nan	nan	nan	nan
FCER1A	nan	nan	nan	nan	nan	nan
FCER1G	nan	nan	nan	nan	nan	nan
FCER2	nan	nan	nan	nan	nan	nan
FCF1	48.37	47.4536	49.0705	48.4757	48.9311	43.093
FCF1P1	nan	nan	nan	nan	nan	nan
FCF1P10	nan	nan	nan	nan	nan	nan
FCF1P2	1.74831	1.49899	2.02354	1.14616	1.16667	1.52971
FCF1P3	nan	nan	nan	nan	nan	nan
FCF1P4	nan	nan	nan	nan	nan	nan
FCF1P5	nan	nan	nan	nan	nan	nan
FCF1P6	0.0416265	0.0857446	0.212351	0.168552	0.0462048	0.11193
FCF1P7	nan	nan	nan	nan	nan	nan
FCF1P8	nan	nan	nan	nan	nan	nan
FCF1P9	nan	nan	nan	nan	nan	nan
FCGBP	23.9768	26.9819	23.9235	21.7433	22.2938	22.5725
FCGR1A	0.834498	0.377899	0.572941	0.749713	0.619009	0.566222
FCGR1B	nan	nan	nan	nan	nan	nan
FCGR1C	nan	nan	nan	nan	nan	nan
FCGR2A	nan	nan	nan	nan	nan	nan
FCGR2B	nan	nan	nan	nan	nan	nan
FCGR2C	nan	nan	nan	nan	nan	nan
FCGR3A	nan	nan	nan	nan	nan	nan
FCGR3B	nan	nan	nan	nan	nan	nan
FCGRT	nan	nan	nan	nan	nan	nan
FCHO1	0.291385	0.214142	0.179508	0.303394	0.173268	0.14924
FCHO2	16.6089	16.1891	15.9926	20.9005	22.2478	22.7218
FCHSD1	6.20678	5.69087	6.30351	4.13623	4.74795	3.81882
FCHSD2	4.19318	4.24788	4.41455	6.96039	6.41183	6.24889
FCN1	nan	nan	nan	nan	nan	nan
FCN2	nan	nan	nan	nan	nan	nan
FCN3	nan	nan	nan	nan	nan	nan
FCRL1	nan	nan	nan	nan	nan	nan
FCRL2	nan	nan	nan	nan	nan	nan
FCRL3	nan	nan	nan	nan	nan	nan
FCRL4	nan	nan	nan	nan	nan	nan
FCRL5	nan	nan	nan	nan	nan	nan
FCRL6	nan	nan	nan	nan	nan	nan
FCRLA	nan	nan	nan	nan	nan	nan
FCRLB	1.04066	1.37051	1.51766	0.74163	0.900994	0.820818
FDCSP	nan	nan	nan	nan	nan	nan
FDFT1	369.769	365.423	370.346	247.973	241.833	236.32
FDPS	112.27	109.051	114.664	108.26	101.137	99.7437
FDPSP1	nan	nan	nan	nan	nan	nan
FDPSP2	nan	nan	nan	nan	nan	nan
FDPSP3	nan	nan	nan	nan	nan	nan
FDPSP4	nan	nan	nan	nan	nan	nan
FDPSP5	nan	nan	nan	nan	nan	nan
FDPSP6	nan	nan	nan	nan	nan	nan
FDPSP7	0.749276	1.0493	0.998933	0.483751	0.542907	0.671579
FDPSP8	nan	nan	nan	nan	nan	nan
FDX1	19.9305	19.7134	20.5858	23.8187	23.9594	22.7591
FDX1L	17.4828	18.1077	20.0291	18.3201	18.038	18.3307
FDX1P1	0.924325	0.929874	0.775644	1.16073	1.04899	1.23123
FDX1P2	nan	nan	nan	nan	nan	nan
FDXACB1	8.29893	7.45252	7.15747	5.63808	5.3508	5.79938
FDXR	32.1772	33.0422	32.1645	28.1482	27.596	26.49
FECH	128.584	127.608	126.309	141.549	139.859	137.188
FECHP1	nan	nan	nan	nan	nan	nan
FEM1A	68.7235	81.3813	70.367	79.4888	82.902	78.3546
FEM1AP1	nan	nan	nan	nan	nan	nan
FEM1AP2	nan	nan	nan	nan	nan	nan
FEM1AP3	nan	nan	nan	nan	nan	nan
FEM1AP4	nan	nan	nan	nan	nan	nan
FEM1B	75.219	72.7227	75.5238	82.7255	81.1014	80.8505
FEM1C	36.4231	36.1686	36.13	37.9917	38.9853	39.5112
FEN1	87.373	87.0927	91.2875	119.47	114.601	117.863
FEN1P1	nan	nan	nan	nan	nan	nan
FENDRR	nan	nan	nan	nan	nan	nan
FER	16.5673	16.4033	15.0624	16.3833	17.9968	18.3565
FER1L4	1.37367	1.41334	1.51766	1.9215	1.75578	1.23123
FER1L5	nan	nan	nan	nan	nan	nan
FER1L6	nan	nan	nan	nan	nan	nan
FER1L6-AS1	nan	nan	nan	nan	nan	nan
FER1L6-AS2	nan	nan	nan	nan	nan	nan
FERD3L	nan	nan	nan	nan	nan	nan
FERMT1	16.0262	16.8744	17.1839	20.6983	20.9079	19.0654
FERMT2	26.3079	26.7036	28.3459	20.9679	22.1666	21.3413
FERMT3	1.33205	1.54182	1.37079	1.14616	1.15512	1.08199
FERP1	1.71467	1.02378	1.49608	1.17753	0.668116	0.789543
FES	nan	nan	nan	nan	nan	nan
FETUB	nan	nan	nan	nan	nan	nan
FEV	2.95548	3.94021	4.07972	6.64096	8.23601	8.58128
FEZ1	0.416265	0.364041	0.489567	0.505657	0.334985	0.522339
FEZ2	16.2343	16.853	16.074	11.8661	11.5974	12.2377
FEZF1	nan	nan	nan	nan	nan	nan
FEZF1-AS1	0.541144	0.513941	0.489567	1.07525	0.797033	1.08199
FEZF2	nan	nan	nan	nan	nan	nan
FFAR1	nan	nan	nan	nan	nan	nan
